Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
RS.AN-03 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex1: Determine the sequence of events that occurred during the incident and which assets and resources were involved in each event,,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-03 Ex2,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex2: Attempt to determine what vulnerabilities, threats, and threat actors were directly or indirectly involved in the incident",,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-03 Ex3,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex3: Analyze the incident to find the underlying, systemic root causes",,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-03 Ex4,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex4: Check any cyber deception technology for additional information on attacker behavior,,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-06 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded
and the records' integrity and provenance are preserved","Ex1: Require each incident responder and others (e.g., system administrators, cybersecurity engineers) who perform incident response tasks to record their actions and make the record immutable",,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-06 Ex2,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-06,"Actions performed during an investigation are recorded
and the records' integrity and provenance are preserved",Ex2: Require the incident lead to document the incident in detail and be responsible for preserving the integrity of the documentation and the sources of all information being reported,,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-07 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-07,"Incident data and metadata are collected
and their integrity and provenance are preserved","Ex1: Collect, preserve, and safeguard the integrity of all pertinent incident data and metadata (e.g., data source, date/time of collection) based on evidence preservation and chain-of-custody procedures",,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-08 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-08,An incident's magnitude is estimated and validated,Ex1: Review other potential targets of the incident to search for indicators of compromise and evidence of persistence,,CPA to Cybersecurity,Steve McMichael,,,
RS.AN-08 Ex2,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-08,An incident's magnitude is estimated and validated,Ex2: Automatically run tools on targets to look for indicators of compromise and evidence of persistence,,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-02 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,"Ex1: Follow the organization's breach notification procedures after discovering a data breach incident, including notifying affected customers",,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-02 Ex2,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex2: Notify business partners and customers of incidents in accordance with contractual requirements,,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-02 Ex3,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-02,Internal and external stakeholders are notified of incidents,Ex3: Notify law enforcement agencies and regulatory bodies of incidents based on criteria in the incident response plan and management approval,,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-03 Ex1,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex1: Securely share information consistent with response plans and information sharing agreements,,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-03 Ex2,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,"Ex2: Voluntarily share information about an attacker's observed TTPs, with all sensitive data removed, with an Information Sharing and Analysis Center (ISAC)",,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-03 Ex3,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex3: Notify HR when malicious insider activity occurs,,CPA to Cybersecurity,Steve McMichael,,,
RS.CO-03 Ex4,NIST CSF 2.0,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,Incident Response Reporting and Communication (RS.CO),"Response activities are coordinated with internal and external stakeholders as required by laws
regulations
or policies",RS.CO-03,Information is shared with designated internal and external stakeholders,Ex4: Regularly update senior leadership on the status of major incidents,,CPA to Cybersecurity,Steve McMichael,,,
